source_id,sources,source_urls
det_3206,OceanaGold Corp. (n.d.) Interactive Analyst Center Operational Results (Last Updated On: 8/4/2020) ; Estimate (grade),https://apps.indigotools.com/IR/iac/?ticker=OGC&exchange=TSX#
det_3207,OceanaGold Corp. (n.d.) Interactive Analyst Center Operational Results (Last Updated On: 8/4/2020) ; Estimate (value) ; Estimate (grade),https://apps.indigotools.com/IR/iac/?ticker=OGC&exchange=TSX#
det_3208,"OceanaGold Corp. (2016) Annual Information Form For the Year Ended December 31, 2015 ; Estimate (value) ; Estimate (grade)",https://ogc.irmau.com/site/PDF/93cd14a0-3120-42c7-b25a-4289eb3f9a69/OceanaGoldAnnualInformationFormYearEndedDec312015
det_3209,"Minefinders Corporation Ltd. (2012) Annual Information Form Year ended December 31, 2011 ; Estimate (value) ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/926479/000117625612000113/exhibit1.htm
det_3210,"Pan American Silver Corp. (2019) Annual Information Form For the Year Ended December 31, 2018 ; Estimate (value) ; Estimate (grade)",https://www.panamericansilver.com/assets/Financial-documents/2018/3613865f94/AIF-2018YE-FINALr12-002.pdf
det_3211,"Pan American Silver Corp. (2020) Annual Information Form For the Year Ended December 31, 2019 ; Estimate (value) ; Estimate (grade)",https://www.panamericansilver.com/assets/Financial-documents/2019/ba9da29bc2/AIF2019YE.pdf
det_3212,MMG Limited (2019) Annual Report 2018 ; Estimate (value),https://www.mmg.com/wp-content/uploads/attachments/MMG1178_AR_2018_FA3_web-version.pdf
det_3213,MMG Limited (2019) Annual Report 2018 ; Estimate (grade),https://www.mmg.com/wp-content/uploads/attachments/MMG1178_AR_2018_FA3_web-version.pdf
det_3214,Xstrata plc. (2004) Annual Report 2003 ; Estimate (value) ; Estimate (grade),https://web.archive.org/web/20071130082502/http://www.xstrata.com/assets/pdf/xtr-ar2003_en.pdf
det_3215,Xstrata plc. (2006) Annual Report 2005 ; Estimate (grade),https://web.archive.org/web/20110312120551/http://www.xstrata.com/assets/pdf/xta-ar2005_en.pdf
det_3216,"Tahoe Resources Inc. (2018) Annual Information Form For the Year Ended December 31, 2017 ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/1510400/000151040018000003/a9912017aif.htm
det_3217,Barrick Gold Corporation (2006) Annual Report 2005 ; Estimate (value) ; Estimate (grade),https://barrick.q4cdn.com/788666289/files/doc_financials/annual/2005/Barrick-Annual-Report-2005.pdf
det_3218,EVRAZ plc. (2014) Annual Report 2013 ; Estimate (value) ; Estimate (grade),https://www.evraz.com/upload/iblock/3f7/3f78a46fed0b97c73db33b6d1a153364.pdf
det_3219,Global Ferronickel Holdings Inc. (2018) FNI Prospectus ; Estimate (value) ; Estimate (grade),http://www.gfni.com.ph/wp-content/uploads/pdf/other-disclosures/Part%201%20-%20Prospectus%20Proper%20and%20Annexes%20A%20to%20B.pdf
det_3220,Kinross Gold (2006) Annual Report 2005 ; Estimate (value),https://s2.q4cdn.com/496390694/files/doc_financials/annual/2005/05-ar.pdf
det_3221,Kinross Gold (2008) Annual Report 2007 ; Estimate (value),https://s2.q4cdn.com/496390694/files/doc_financials/annual/2007/2007-annual-report.pdf
det_3222,Kinross Gold (2011) Annual Report 2010 ; Estimate (value),https://s2.q4cdn.com/496390694/files/doc_financials/annual/2010/2010-annual-report.pdf
det_3223,Kinross Gold (2013) Annual Report 2012 ; Estimate (value),https://s2.q4cdn.com/496390694/files/doc_financials/annual/2012/kinross-gold-annual-report-2012.pdf
det_3224,Kinross Gold (2015) Annual Report 2014 ; Estimate (value),https://s2.q4cdn.com/496390694/files/doc_financials/annual/2014/kinross-2014-annual-report.pdf
det_3225,Kinross Gold (2017) Annual Report 2016 ; Estimate (value),https://s2.q4cdn.com/496390694/files/doc_financials/annual/2017/Kinross_AnnualReport2016.pdf
det_3226,Kinross Gold (2019) Annual Report 2018 ; Estimate (value),https://s2.q4cdn.com/496390694/files/doc_financials/annual/2019/2018-Kinross-Annual-Report-Final.pdf
det_3227,KGHM Polska Miedź S.A. (2017) Integrated Report 2016 ; Estimate (value),https://kghm.com/en/node/4991
det_3228,KGHM Polska Miedź S.A. (2018) Integrated Report for 2017 ; Estimate (value),https://kghm.com/en/node/4991
det_3229,KGHM Polska Miedź S.A. (2019) Sustainable Report of KGHM Polska Miedź S.A. for 2018 ; Estimate (value),https://kghm.com/en/node/4991
det_3230,Lundin Mining Corp. (2008) Annual Report 2007 ; Estimate (grade),https://www.annualreports.com/HostedData/AnnualReportArchive/L/TSX_LUN_2007.pdf
det_3231,Lundin Mining Corp. (2010) Annual MD&A and Financial Statements 2009 ; Estimate (grade),https://www.lundinmining.com/site/assets/files/3764/2009_af.pdf
det_3232,Lundin Mining Corp. (2012) Annual MD&A and Financial Statements 2011 ; Estimate (value) ; Estimate (grade),https://www.lundinmining.com/site/assets/files/4505/2011ye.pdf
det_3233,MMG Limited (2014) Annual Report 2013 ; Estimate (grade),https://www.mmg.com/wp-content/uploads/2019/11/2013_MMG_Annual_Report.pdf
det_3234,MMG Limited (2015) Annual Report 2014 ; Estimate (grade),https://www.mmg.com/wp-content/uploads/2019/11/2014_MMG_Annual_Report.pdf
det_3235,MMG Limited (2016) Annual Report 2015 ; Estimate (grade),https://www.mmg.com/wp-content/uploads/attachments/MMG%20AR15_Web.pdf
det_3236,Agnico Eagle Mines Limited (2009) Form 20-F Annual Report 2008 ; Estimate (value) ; Estimate (grade),http://d1lge852tjjqow.cloudfront.net/CIK-0000002809/2a60ef05-d2cc-4c84-b85a-17da4083b34a.pdf
det_3237,Agnico Eagle Mines Limited (2014) Annual Report 2013 ; Estimate (value) ; Estimate (grade),https://s21.q4cdn.com/374334112/files/doc_financials/annual/2013/AEM-AR-2013.pdf
det_3238,Austral Gold Ltd. (2012) Annual Report 2012 ; Estimate (grade),https://www.australgold.com/wp-content/uploads/2020/07/AGD-Annual-Report-2012.pdf
det_3239,Austral Gold Ltd. (2013) Annual Report 2013 ; Estimate (grade),https://www.australgold.com/wp-content/uploads/2020/07/AGD-Annual-Report-2013.pdf
det_3240,Austral Gold Ltd. (2014) Annual Report 2014 ; Estimate (grade),https://www.australgold.com/wp-content/uploads/2020/07/AGD-Annual-Report-2014.pdf
det_3241,Austral Gold Ltd. (2016) Annual Report 2016 ; Estimate (grade),https://www.australgold.com/wp-content/uploads/2020/07/AGD-Annual-Report-2016.pdf
det_3242,First Quantum Minerals Ltd (2007) Annual Report 2007 ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3243,First Quantum Minerals Ltd (2008) Annual Report 2009 ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3244,First Quantum Minerals Ltd (2010) Annual Report 2010 ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3245,First Quantum Minerals Ltd (2012) Annual Report 2012 ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3246,First Quantum Minerals Ltd (2014) Annual Report 2014 ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3247,First Quantum Minerals Ltd (2016) Annual Report 2016 ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3248,First Quantum Minerals Ltd (2018) Annual Report 2018 ; Estimate (grade),https://s24.q4cdn.com/821689673/files/doc_financial/annual/FQM_2018_AR_aoda.pdf
det_3249,First Quantum Minerals Ltd (2006) Annual Report 2006 ; Estimate (value) ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3250,Pantoro Ltd. (2016) Annual Report 2016 ; Estimate (grade),https://www.pantoro.com.au/wp-content/uploads/2018/11/2016-Annual-Report-Final-Reduced-Size.pdf
det_3251,Pantoro Ltd. (2017) Annual Report 2017 ; Estimate (grade),https://www.pantoro.com.au/wp-content/uploads/2018/11/2017-Annual-Report-Final-Reduced-Size.pdf
det_3252,Pantoro Ltd. (2018) Annual Report 2018 ; Estimate (grade),https://www.pantoro.com.au/wp-content/uploads/2018/11/2018-Annual-Report-Final-Reduced-Size.pdf
det_3253,Pantoro Ltd. (2019) Annual Report 2019 ; Estimate (grade),https://www.pantoro.com.au/wp-content/uploads/2020/08/2019-Annual-Report-Final-Reduced-Size.pdf
det_3254,Pantoro Ltd. (2020) Annual Report 2020 ; Estimate (grade),https://www.pantoro.com.au/wp-content/uploads/2020/09/2020-Annual-Report-Final-Reduced-Size.pdf
det_3255,"Pan American Silver Corp. (2003) Annual Information Form For the Year Ended December 31, 2002 ; Estimate (value) ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000094523403000267/o09914e40vf.txt
det_3256,"Pan American Silver Corp. (2004) Annual Information Form For the Year Ended December 31, 2003 ; Estimate (value) ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000113717104000668/f40cover.htm
det_3257,"Pan American Silver Corp. (2005) Annual Information Form For the Year Ended December 31, 2004 ; Estimate (value) ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000095017205001029/tor50905.txt
det_3258,"Pan American Silver Corp. (2006) Annual Information Form For the Year Ended December 31, 2005 ; Estimate (value) ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000134100406000883/tor55946.txt
det_3259,"Pan American Silver Corp. (2007) Annual Information Form For the Year Ended December 31, 2006 ; Estimate (value) ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000094523407000189/o35524e40vf.htm
det_3260,"Pan American Silver Corp. (2020) Annual Information Form For the Year Ended December 31, 2019 ; Estimate (grade)",https://www.panamericansilver.com/assets/Financial-documents/2019/ba9da29bc2/AIF2019YE.pdf
det_3261,MetInvest B.V. (2011) Annual Report 2010 ; Estimate (value) ; Estimate (grade),https://metinvestholding.com/Content/Entities/Report/7/en/2010.pdf
det_3262,Compania de Minas Buenaventura S.A.A. (2012) Form 20-F Annual Report 2011 ; Estimate (value) ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/1013131/000114420412024749/v310700_20f.htm
det_3263,Compania de Minas Buenaventura S.A.A. (2004) Form 20-F Annual Report 2003 ; Estimate (value) ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/1013131/000101313104000007/buenaventura.htm
det_3264,Compania de Minas Buenaventura S.A.A. (2009) Form 20-F Annual Report 2008 ; Estimate (value) ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/1013131/000114420409031285/v150975_20f.htm
det_3265,Compania de Minas Buenaventura S.A.A. (2004) Form 20-F Annual Report 2003 ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/1013131/000101313104000007/buenaventura.htm
det_3266,Yamana Gold Inc. (2007) Annual Report 2006 ; Estimate (grade),https://s22.q4cdn.com/899716706/files/doc_financials/annual/Yamana-Annual-Report-2006-FINAL.pdf
det_3267,Yamana Gold Inc. (2020) Annual Report 2019 ; Estimate (value),https://s22.q4cdn.com/899716706/files/doc_financials/annual/2019/Yamana-AR19_FINAL-for-website_24-03-20.pdf
det_3268,Compania de Minas Buenaventura S.A.A. (2018) Form 20-F Annual Report 2017 ; Estimate (value) ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/1013131/000114420418023941/tv488578_20f.htm
det_3269,Compania de Minas Buenaventura S.A.A. (2020) Form 20-F Annual Report 2019 ; Estimate (value) ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/1013131/000110465920045603/tm206798d1_20f.htm
det_3270,Compania de Minas Buenaventura S.A.A. (2012) Form 20-F Annual Report 2011 ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/1013131/000114420412024749/v310700_20f.htm
det_3271,Newmont Mining Corporation (2009) Annual Report 2008 ; Estimate (value),http://www.annualreports.com/HostedData/AnnualReportArchive/n/NYSE_NEM_2008.pdf
det_3272,Newmont Mining Corporation (2009) Regional Operating Statistics 2008 ; Estimate (grade),https://www.newmont.com/files/doc_financials/quarterly/2008/q4/RegionalOperatingStatistics2008update.pdf
det_3273,Newmont Mining Corporation (2010) Regional Operating Statistics 2009 ; Estimate (grade),https://www.newmont.com/files/doc_financials/quarterly/2009/q4/Fourth_Quarter_and_2009_Regional_Operating_Statistics.pdf
det_3274,First Quantum Minerals Ltd (2010) Annual Report 2010 ; Estimate (value),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2010.pdf
det_3275,First Quantum Minerals Ltd (2012) Annual Report 2012 ; Estimate (value),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2012.pdf
det_3276,First Quantum Minerals Ltd (2014) Annual Report 2014 ; Estimate (value),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2014.pdf
det_3277,First Quantum Minerals Ltd (2016) Annual Report 2016 ; Estimate (value),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2016.pdf
det_3278,First Quantum Minerals Ltd (2018) Annual Report 2018 ; Estimate (value),https://s24.q4cdn.com/821689673/files/doc_financial/annual/FQM_2018_AR_aoda.pdf
det_3279,First Quantum Minerals Ltd (2006) Annual Report 2006 ; Estimate (value) ; Estimate (grade),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2006.pdf
det_3280,First Quantum Minerals Ltd (2007) Annual Report 2007 ; Estimate (value) ; Estimate (grade),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2007.pdf
det_3281,First Quantum Minerals Ltd (2008) Annual Report 2008 ; Estimate (value) ; Estimate (grade),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2008.pdf
det_3282,First Quantum Minerals Ltd (2007) Annual Report 2007 ; Estimate (value) ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3283,First Quantum Minerals Ltd (2008) Annual Report 2008 ; Estimate (value) ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3284,First Quantum Minerals Ltd (2007) Annual Report 2007 ; Estimate (value),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2007.pdf
det_3285,First Quantum Minerals Ltd (2008) Annual Report 2008 ; Estimate (value),http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2008.pdf
det_3286,First Quantum Minerals Ltd (2016) Annual Report 2016 ; Boliden Group (2019) Boliden 2018 Annual and Sustainability Report ; Estimate (grade),http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_3287,MMG Limited (2017) Annual Report 2016 ; Estimate (grade),https://www.mmg.com/wp-content/uploads/attachments/MMG_Annual-Report2016.pdf
det_3288,MMG Limited (2018) Annual Report 2017 ; Estimate (grade),https://www.mmg.com/wp-content/uploads/attachments/MMG_Annual%20Report%202017.pdf
det_3289,Tiger Resources Ltd. (2015) Activities Report for the Quarter ended 31 December 2014 ; Estimate (value) ; Estimate (grade),http://www.tigerresources.com.au/wp-content/uploads/pdfs/quarterly-reports/TGS%20Quarterly%20Report%2031%20Dec%2014%20ASX%20Lodgement.pdf
det_3290,Tiger Resources Ltd. (2016) Activities Report for the Quarter ended 31 December 2015 ; Estimate (value) ; Estimate (grade),http://www.tigerresources.com.au/wp-content/uploads/pdfs/quarterly-reports/2015%20TGS%20Quarterly%20Report%2031%20December%202015.pdf
det_3291,Tiger Resources Ltd. (2017) Activities Report for the Quarter ended 31 December 2016 ; Estimate (value) ; Estimate (grade),http://www.tigerresources.com.au/wp-content/uploads/pdfs/quarterly-reports/TGS%20Quarterly%20Report%2031%20December%202016%20-%20Final.pdf
det_3292,Tiger Resources Ltd. (2018) Activities Report for the Quarter ended 31 December 2017 ; Estimate (grade),http://www.tigerresources.com.au/wp-content/uploads/2018/02/20180131-TGS-Quarterly-Final.pdf
det_3293,Tiger Resources Ltd. (2020) Activities Report for the Quarter ended 31 December 2019 ; Estimate (grade),http://www.tigerresources.com.au/wp-content/uploads/2020/02/Activities-Report-for-the-Quarter-Ended-31-December-2019.pdf
det_3294,Agnico Eagle Mines Limited (2014) Annual Report 2013 ; Estimate (grade),https://s21.q4cdn.com/374334112/files/doc_financials/annual/2013/AEM-AR-2013.pdf
det_3295,Sibanye-Stillwater (2014) Integrated Annual Report 2013 ; Estimate (grade),http://reports.sibanyegold.co.za/2013/download/SGL-IR13.pdf
det_3296,Mechel PAO (2018) Form 20-F Annual Report 2017 ; Estimate (value) ; Estimate (grade),https://mechel.com/upload/iblock/7ca/7ca0c375c51d12adc8df55c1b69ae5bc.pdf
det_3297,Mechel PAO (2021) Form 20-F Annual Report 2020 ; Estimate (value) ; Estimate (grade),https://mechel.com/upload/iblock/f89/f8960334d3892b4b0028d066bb342827.pdf
det_3298,Sibanye-Stillwater (2016) Integrated Annual Report 2016 ; Estimate (value) ; Estimate (grade),http://reports.sibanyegold.co.za/2016
det_3299,"Tahoe Resources Inc. (2018) Annual Information Form For the Year Ended December 31, 2017 ; Estimate (value) ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/1510400/000151040018000003/a9912017aif.htm
det_3300,"Pan American Silver Corp. (2003) Annual Information Form For the Year Ended December 31, 2002 ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000094523403000267/o09914e40vf.txt
det_3301,"Pan American Silver Corp. (2004) Annual Information Form For the Year Ended December 31, 2003 ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000113717104000668/f40cover.htm
det_3302,"Pan American Silver Corp. (2005) Annual Information Form For the Year Ended December 31, 2004 ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000095017205001029/tor50905.txt
det_3303,"Pan American Silver Corp. (2007) Annual Information Form For the Year Ended December 31, 2006 ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000094523407000189/o35524e40vf.htm
det_3304,"Pan American Silver Corp. (2008) Annual Information Form For the Year Ended December 31, 2007 ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000110465908021297/a08-9589_1ex1d1.htm
det_3305,"Pan American Silver Corp. (2009) Annual Information Form For the Year Ended December 31, 2008 ; Estimate (grade)",https://www.sec.gov/Archives/edgar/data/771992/000134100409000680/exhibit1-1.htm
det_3306,"Pan American Silver Corp. (2019) Annual Information Form For the Year Ended December 31, 2018 ; Estimate (grade)",https://www.panamericansilver.com/assets/Financial-documents/2018/3613865f94/AIF-2018YE-FINALr12-002.pdf
det_3307,Barrick Gold Corporation (2019) Annual Report 2018 ; Estimate (value) ; Estimate (grade),https://barrick.q4cdn.com/788666289/files/annual-report/Barrick-Annual-Report-2018.pdf
det_3308,Agnico Eagle Mines Limited (2004) Form 20-F Annual Report 2003 ; Estimate (grade),http://d1lge852tjjqow.cloudfront.net/CIK-0000002809/22ef3787-a01b-4d7c-8f0e-13ec9d8dfe8c.pdf
det_3309,Agnico Eagle Mines Limited (2009) Form 20-F Annual Report 2008 ; Estimate (grade),http://d1lge852tjjqow.cloudfront.net/CIK-0000002809/2a60ef05-d2cc-4c84-b85a-17da4083b34a.pdf
det_3310,Agnico Eagle Mines Limited (2004) Form 20-F Annual Report 2003 ; Estimate (value) ; Estimate (grade),http://d1lge852tjjqow.cloudfront.net/CIK-0000002809/22ef3787-a01b-4d7c-8f0e-13ec9d8dfe8c.pdf
det_3311,St Barbara Ltd. (2020) Annual Report 2020 ; Red 5 Ltd. (2020) Annual Report 2020,https://stbarbara.com.au/wp-content/uploads/2020/09/2020.09.18-asx-2020-annual-report.pdf ; https://www.red5limited.com/site/PDF/9110f399-fe2b-4211-8398-e060b27161b7/Red52020AnnualReport
det_3312,Goldcorp Inc. (2009) Annual Report 2008 ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/919239/000094523409000065/o54181exv99w2.htm
det_3313,Antofagasta Plc. (2014) Annual Report 2013 ; Estimate (grade),https://www.antofagasta.co.uk/media/2667/annual-report-2013.pdf
det_3314,Antofagasta Plc. (2016) Annual Report 2015 ; Estimate (grade),https://www.antofagasta.co.uk/media/3004/antofagasta_annual-report-2015.pdf
det_3315,Antofagasta Plc. (2018) Q4 2017 Production Report ; Estimate (grade),https://www.antofagasta.co.uk/media/3320/aplc17q4prodreport-final.pdf
det_3316,Antofagasta Plc. (2020) Q4 2019 Production Report ; Estimate (grade),https://www.antofagasta.co.uk/media/3744/aplc19q4prodreport-vf.pdf
det_3317,Antofagasta Plc. (2004) Annual Report 2003 ; Estimate (value),https://www.antofagasta.co.uk/media/3033/ar-2003.pdf
det_3318,Antofagasta Plc. (2006) Annual Report 2005 ; Estimate (value),https://www.antofagasta.co.uk/media/3030/ar-2005.pdf
det_3319,Kagara Mining Ltd. (2012) Quarterly Activities and Cash Flow Report for the period ending 30 June 2012 ; Estimate (value) ; Estimate (grade),https://web.archive.org/web/20140309092126/http://kagara.com.au/Company/PDFs/2200-99951527/FourthQuarterlyActivitiesReport30June2012.pdf
det_3320,OceanaGold Corp. (2007) Concise Annual Report 2006 ; Estimate (grade),https://ogc.irmau.com/site/PDF/a3ac0138-e529-4ae5-89b1-1117259b39af/December2006Annualreport
det_3321,"OceanaGold Corp. (2010) Annual Information Form For the Year Ended December 31, 2009 ; Estimate (value) ; Estimate (grade)",https://ogc.irmau.com/site/PDF/d8c925be-542d-4da6-a78e-3418eed9f784/OceanaGold2009AnnualInformationForm
det_3322,"OceanaGold Corp. (2013) Annual Information Form For the Year Ended December 31, 2012 ; Estimate (value) ; Estimate (grade)",https://ogc.irmau.com/site/PDF/6c5638cc-43b6-4ad9-9b7b-edf469ba4450/OceanaGold2012AnnualInformationForm
det_3323,Compania de Minas Buenaventura S.A.A. (2019) Form 20-F Annual Report 2018 ; Estimate (value) ; Estimate (grade),https://www.sec.gov/Archives/edgar/data/1013131/000114420419022630/tv519058_20f.htm
det_3324,PT United Tractors Tbk. (2021) Annual Report 2020 ; Estimate (value) ; Estimate (grade),https://www.unitedtractors.com/wp-content/uploads/2021/03/Annual-Report-2020-1.pdf
det_3325,Xstrata plc. (2004) Annual Report 2003 ; Estimate (grade),https://web.archive.org/web/20071130082502/http://www.xstrata.com/assets/pdf/xtr-ar2003_en.pdf
det_3326,Newmont Mining Corporation (2017) Annual Report 2016 ; Estimate (grade),https://www.newmont.com/files/doc_financials/annual/Newmont-2016-Annual-Report-Bookmarked-PDF-for-website.pdf
det_3327,Newmont Mining Corporation (2018) Annual Report 2017 ; Estimate (grade),https://s1.q4cdn.com/259923520/files/doc_financials/annual/2017/2017-Newmont-Annual-Report-Web-Posting-Bookmarked-PDF-(002).pdf
det_3328,Newmont Mining Corporation (2019) Annual Report 2018 ; Estimate (grade),https://www.newmont.com/files/doc_financials/annual/2018-Newmont-Annual-Report-Web-Posting-Bookmarked-PDF-(002).pdf
det_3329,Newmont Mining Corporation (2020) Annual Report 2019 ; Estimate (grade),https://www.newmont.com/files/doc_financials/annual/2019/370034(1)_23_Newmont_Web-Ready-Annual-Report-and-10-K.pdf
det_3330,Arrium Ltd. (2013) Quarterly Production Report For the quarter ended 30 June 2013 ; Estimate (value) ; Estimate (grade),https://web.archive.org/web/20160323200439/https://www.arrium.com/~/media/Arrium%20Mining%20and%20Materials/Files/ASX%20Announcements/FY2014/Arrium%20Mining%20Quarterly%20Production%20Report%2020%20Aug%202013.pdf
det_3331,Arrium Ltd. (2015) Quarterly Production Report For the quarter ended 30 June 2015 ; Estimate (value) ; Estimate (grade),https://web.archive.org/web/20160316065133/https://www.arrium.com/~/media/Arrium%20Mining%20and%20Materials/Files/Mining/ARI%20Mining%20Quarterly%20production%20report%20June%2015%20Qtr%20200715.pdf
det_3332,Metalloinvest (2013) Annual Report 2012 ; Estimate (value) ; Estimate (grade),https://www.metalloinvest.com/upload/iblock/502/annual-report-2012.pdf
det_3333,Pembridge Resources Plc. (2019) Competent Person's Report Minto Mine ; Estimate (value),https://www.pembridgeresources.com/component/rsfiles/download?path=Presentations%252FPEM-20190623_Minto%2BCPR%2BFinal%2BSigned.pdf
det_3334,"Sherritt International Corp. (2011) Annual Information Form For the year ended December 31, 2010 ; Estimate (grade)",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_3335,"Sherritt International Corp. (2012) Annual Information Form For the year ended December 31, 2011 ; Estimate (grade)",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_3336,"Sherritt International Corp. (2013) Annual Information Form For the year ended December 31, 2012 ; Estimate (grade)",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_3337,"Sherritt International Corp. (2014) Annual Information Form For the year ended December 31, 2013 ; Estimate (grade)",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_3338,"Sherritt International Corp. (2015) Annual Information Form For the year ended December 31, 2014 ; Estimate (grade)",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2015/AIF-2015-(Print-Version-for-Filing)(20150320).pdf
det_3339,"Sherritt International Corp. (2016) Annual Information Form For the year ended December 31, 2015 ; Estimate (grade)",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2015/Sherrritt-AIF-FINAL.pdf
det_3340,"Sherritt International Corp. (2017) Annual Information Form For the year ended December 31, 2016 ; Estimate (grade)",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2016/PRINT_Sherritt-AIF_104-4-pg.pdf
det_3341,"Sherritt International Corp. (2018) Annual Information Form For the year ended December 31, 2017 ; Estimate (grade)",https://s2.q4cdn.com/343762060/files/doc_financials/2017/Sherritt-AIF-Printer-Version-(revised).pdf
det_3342,"Sherritt International Corp. (2019) Annual Information Form For the year ended December 31, 2018 ; Estimate (grade)",https://s2.q4cdn.com/343762060/files/doc_financials/2018/Q4/SEDAR_AIF.PDF
det_3343,"Sherritt International Corp. (2020) Annual Information Form For the year ended December 31, 2019 ; Estimate (grade)",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2019/2019-AIF-(March-20-2020).pdf
det_3344,African Rainbow Minerals Ltd. (2008) Annual Report 2008 ; Estimate (grade),https://arm.co.za/wp-content/uploads/2020/05/ARM_AR2008.pdf
det_3345,African Rainbow Minerals Ltd. (2011) Integrated Annual Report 2011 ; Estimate (grade),https://arm.co.za/wp-content/uploads/2020/05/ARM-annual-report-2011.pdf
det_3346,African Rainbow Minerals Ltd. (2015) Integrated Annual Report 2015 ; Estimate (grade),https://arm.co.za/wp-content/uploads/2020/05/ArmAnnualReport2015.pdf
det_3347,African Rainbow Minerals Ltd. (2019) Integrated Annual Report 2019 ; Estimate (grade),https://arm.co.za/wp-content/uploads/2020/05/ARM_IAR2019.pdf
det_3348,Kagara Mining Ltd. (2004) Annual Report 2004 ; Estimate (grade),https://web.archive.org/web/20120318002400/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1802-83744785/AnnualReport2004
det_3349,Kagara Mining Ltd. (2005) Annual Report 2005 ; Estimate (grade),https://web.archive.org/web/20120318002433/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1803-61587443/AnnualReport2005
det_3350,Kagara Mining Ltd. (2006) Annual Report 2006 ; Estimate (grade),https://web.archive.org/web/20120318002433/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1803-61587443/AnnualReport2005
det_3351,Kagara Mining Ltd. (2007) Annual Report 2007 ; Estimate (grade),https://web.archive.org/web/20120317173548/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1805-77645779/AnnualReport2007
det_3352,Kagara Mining Ltd. (2008) Annual Report 2008 ; Estimate (grade),https://web.archive.org/web/20120317165619/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1806-27623389/AnnualReport2008
det_3353,Kagara Mining Ltd. (2009) Annual Report 2009 ; Estimate (grade),https://web.archive.org/web/20120317165646/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1807-72412202/AnnualReport2009
